Original,Furigana,English,Russian,JLPT Level
パジャマ,パジャマ,pajamas,пижама,N1
恥じらう,はじらう,"to feel shy, to be bashful, to blush","стесняться, стыдиться, краснеть",N1
恥じる,はじる,to feel ashamed,стыдиться,N1
橋渡し,はしわたし,"bridge building', mediation","строительство моста», посредничество",N1
弾む,はずむ,"to bounce, to be encouraged, to splurge on","подпрыгивать, поощряться, тратить деньги",N1
破損,はそん,damage,повреждать,N1
叩く,はたく,"to strike, to clap, to dust, to beat","ударять, хлопать, смахивать пыль, бить",N1
裸足,はだし,barefoot,босиком,N1
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve","осуществить, достичь",N1
蜂蜜,はちみつ,honey,мед,N1
パチンコ,パチンコ,pachinko (Japanese pinball),пачинко (японский пинбол),N1
罰,ばつ,"punishment, penalty",наказание,N1
発育,はついく,"(physical) growth, development","(физический) рост, развитие",N1
発芽,はつが,germination,прорастание,N1
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)","раскопки, эксгумация; открытие (например, новый талант)",N1
発言,はつげん,"utterance, speech, proposal","высказывание, речь, предложение",N1
バッジ,バッジ,badge,значок,N1
発生,はっせい,"outbreak, spring forth, occurrence","вспышка, появление, возникновение",N1
仕立てる,したてる,"to tailor, to make, to prepare","скроить, сделать, подготовить",N1
下取り,したどり,"trade in, part exchange","трейд-ин, частичный обмен",N1
下火,したび,"burning low, waning, declining","горение низкое, убывающее, уменьшающееся",N1
実,じつ,"fruit, good result","фрукты, хороший результат",N1
実家,じっか,(one's parents') home,дом (родителей),N1
失格,しっかく,"disqualification, elimination, incapacity (legal)","дисквалификация, исключение, недееспособность (юридическая)",N1
質疑,しつぎ,question,вопрос,N1
失脚,しっきゃく,"losing one's standing, being overthrown, falling","терять свое положение, быть свергнутым, падать",N1
実業家,じつぎょうか,"industrialist, businessman","промышленник, бизнесмен",N1
シック,シック,chic,шикарный,N1
じっくり,じっくり,"deliberately, carefully","намеренно, тщательно",N1
躾,しつけ,"discipline, training","дисциплина, обучение",N1
躾ける,しつける,"to discipline, to teach manners","дисциплинировать, учить манерам",N1
実践,じっせん,"practice, put into practice","практиковать, применять на практике",N1
質素,しっそ,"simplicity, modesty, frugality","простота, скромность, экономность",N1
実態,じったい,"truth, fact","правда, факт",N1
失調,しっちょう,"lack of harmony, imbalance","отсутствие гармонии, дисбаланс",N1
嫉妬,しっと,jealousy,ревность,N1
実費,じっぴ,"actual expense, cost price","фактический расход, себестоимость",N1
指摘,してき,"pointing out, identification","указание, идентификация",N1
自転,じてん,"rotation, spin",вращение,N1
助動詞,じょどうし,auxiliary verb,вспомогательный глагол,N1
淑やか,しとやか,graceful,изящный,N1
萎びる,しなびる,"to shrivel, to fade","сморщиться, исчезнуть",N1
シナリオ,シナリオ,scenario,сценарий,N1
しなやか,しなやか,"supple, flexible, elastic","гибкий, эластичный",N1
屎尿,しにょう,human waste,человеческие отходы,N1
地主,じぬし,landlord,домовладелец,N1
